Index	mean	std	_3	_4	_5	skewness
441	0.9651523094133546	0.1194465061429443	0.9880796042237155	0.9971060594205744	0.998664025580279	-5.407977215794309
494	0.9651994716308524	0.1180398716762409	0.9884774258976444	0.996627685464098	0.9979839014391942	-5.429115429340983
509	0.9652196509564268	0.1195008163541117	0.9881837370028465	0.9972369968053488	0.998829717775993	-5.398825609345256
521	0.9652365327468252	0.1162188193729781	0.9884306050837972	0.9959250428466472	0.9968634842150876	-5.469121880590055
525	0.9651806685304845	0.1188652382114643	0.9880505224601316	0.9968543781902742	0.9982940858323512	-5.421342832641633
538	0.9655086076204744	0.1170308755714038	0.9888858678178416	0.9965467973259856	0.9977075583412138	-5.449067894989138
540	0.9651592234793764	0.1184142602899561	0.9879059029648284	0.9966434489192206	0.9980252703343164	-5.433423570627613
549	0.9653136697146366	0.119327619695844	0.9881507381400044	0.9971692129299006	0.9987547112303528	-5.410740482431101
550	0.9651536179981852	0.1190721822033901	0.9880526189979562	0.9969499858186576	0.9984856952397756	-5.414399099871726
552	0.9652065259245176	0.1185632329645388	0.9879814078251764	0.9967303218790896	0.9981600072128118	-5.430849623192185
554	0.9653123461091854	0.1167732053450726	0.9885239538343972	0.9962015742276767	0.9972460966874056	-5.469591740364658
564	0.9651654922496796	0.1194802444465624	0.988045108930086	0.9971209487263611	0.998742202314708	-5.403125948912408
569	0.9652983836735044	0.1183077590030895	0.9879959454695048	0.9967159132117858	0.9981659023286178	-5.4279414187694766
575	0.9652432274695764	0.1193884621968091	0.9884212761677768	0.9972213356963436	0.9987811657182826	-5.401444257566975
576	0.9653172322130044	0.1190639378790757	0.9884027666335742	0.9971169177174032	0.9986337687761404	-5.411855800818135
579	0.965445176853501	0.1179251365125693	0.988641380960212	0.9968329325570904	0.9981290780387376	-5.431536738893488
580	0.9652199398781798	0.1189801659892808	0.9880095277086682	0.9969897260187532	0.9984780785716008	-5.419017514207324
582	0.9653061947094516	0.1187885919200508	0.988138358987368	0.996963338455388	0.998377548928582	-5.425382729983719
584	0.965159534331968	0.1195023193342897	0.988178614452466	0.9972249995531632	0.9987989107466037	-5.400314514707833
594	0.9652411897326524	0.1194812708303833	0.988087307865381	0.997254740635396	0.9988355753735596	-5.397352471238527
596	0.9652774123483718	0.1196160470272626	0.9880503714461544	0.9973453715160844	0.9989233536126472	-5.401416604663627
601	0.9652030092177334	0.1169128754872827	0.9886527305736816	0.9962283969292064	0.9973484894533672	-5.447525126086074
